,Player,Pos,Age,Tm,PER,TS%,AST%,WS/48,OBPM,DBPM,Year,
1028,Alec Burks,SG,26,UTA,13.1,0.527,10,0.084,-1.3,0.4,2017,1
1029,Jimmy Butler,SG,28,MIN,23.7,0.59,20.6,0.198,5,0.7,2017,1
1030,Kentavious Caldwell-Pope,SG,24,LAL,13.2,0.561,9.4,0.103,-0.4,0.6,2017,1
1031,Clint Capela,C,23,HOU,24.5,0.65,5.7,0.242,2.4,1,2017,1
1032,Alex Caruso,PG,23,LAL,8.7,0.519,17.8,0.041,-3.8,0.9,2017,1
1033,Willie Cauley-Stein,C,24,SAC,17.6,0.529,13.7,0.092,-0.4,0.3,2017,1
1034,Jordan Clarkson,SG,25,TOT,16.4,0.542,19.3,0.077,1.5,-1.4,2017,1
1035,Jordan Clarkson,SG,25,LAL,16.9,0.532,22.9,0.08,1.9,-1.1,2017,1
1036,Jordan Clarkson,SG,25,CLE,15.4,0.565,12,0.073,0.5,-1.8,2017,1
1037,John Collins,PF,20,ATL,18.3,0.62,8.9,0.145,-0.4,0.2,2017,1
1038,Mike Conley,PG,30,MEM,15.4,0.52,22.2,0.077,1.3,-0.8,2017,1
1039,Pat Connaughton,SG,25,POR,9.3,0.539,8.7,0.08,-1.7,-0.1,2017,1
1040,Robert Covington,SF,27,PHI,12.9,0.563,8.7,0.116,-0.2,1.7,2017,1
1041,Torrey Craig,SF,27,DEN,9.8,0.535,5.4,0.069,-2.2,-0.7,2017,1
1042,Jae Crowder,SF,27,TOT,10.4,0.525,6.9,0.06,-1.9,-0.6,2017,1
1043,Jae Crowder,SF,27,CLE,10.2,0.545,6,0.059,-1.9,-1,2017,1
1044,Jae Crowder,SF,27,UTA,10.8,0.499,8.6,0.06,-1.9,0.2,2017,1
1045,Stephen Curry,PG,29,GSW,28.2,0.675,30.3,0.267,7.8,0,2017,1
1046,Anthony Davis,PF,24,NOP,28.9,0.612,10.8,0.241,5.3,1.4,2017,1
1047,Ed Davis,C,28,POR,15.5,0.607,3.9,0.164,-1.2,0.6,2017,1
1048,Dewayne Dedmon,C,28,ATL,15.8,0.599,9.2,0.114,-0.4,0.5,2017,1
1049,Sam Dekker,PF,23,LAC,11.5,0.534,6.2,0.066,-2.3,-0.6,2017,1
1050,DeMar DeRozan,SG,28,TOR,21,0.555,25,0.17,3.3,-0.6,2017,1
1051,Gorgui Dieng,C,28,MIN,14.7,0.543,7.5,0.105,-0.9,-0.1,2017,1
1052,Spencer Dinwiddie,PG,24,BRK,15.9,0.527,35,0.118,1.3,-0.7,2017,1
1053,PJ Dozier,PG,21,OKC,-5,0.5,0,-0.404,-17.7,-2.7,2017,1
1054,Goran Dragic,PG,31,MIA,16.6,0.543,25.4,0.106,0.9,-0.6,2017,1
1055,Andre Drummond,C,24,DET,22.9,0.555,14.3,0.189,1.5,1.7,2017,1
1056,Kevin Durant,SF,29,GSW,26,0.64,25.5,0.215,6.7,0.6,2017,1
1057,Wayne Ellington,SG,30,MIA,12.5,0.588,5.9,0.105,1,-0.6,2017,1
1058,Joel Embiid,C,23,PHI,22.9,0.573,18,0.155,2,1.3,2017,1
1059,Derrick Favors,C,26,UTA,18.8,0.593,7.8,0.179,0.9,0.7,2017,1
1060,Dorian Finney-Smith,PF,24,DAL,7.6,0.482,8.4,0.015,-3.8,-0.8,2017,1
1061,Bryn Forbes,SG,24,SAS,9.1,0.525,7.8,0.067,-2.5,-0.6,2017,1
1062,Evan Fournier,SF,25,ORL,15.5,0.577,14.8,0.087,0.8,-1.4,2017,1
1063,De'Aaron Fox,PG,20,SAC,11.2,0.478,24.6,-0.014,-2.7,-1.5,2017,1
1064,Danilo Gallinari,SF,29,LAC,13.8,0.545,8.9,0.088,0.4,-0.9,2017,1
1065,Rudy Gay,PF,31,SAS,18,0.545,9.8,0.122,0.2,0.6,2017,1
1066,Paul George,SF,27,OKC,18.7,0.57,14.5,0.147,2.3,0.6,2017,1
1067,Taj Gibson,PF,32,MIN,15.4,0.61,5.2,0.126,0.1,-0.7,2017,1
1068,Rudy Gobert,C,25,UTA,20.7,0.657,6.9,0.214,0.9,2.5,2017,1
1069,Aaron Gordon,PF,22,ORL,16.5,0.53,11.7,0.072,0.9,-0.6,2017,1
1070,Eric Gordon,SG,29,HOU,15.2,0.578,11.7,0.105,2,-1.6,2017,1
1071,Jerami Grant,PF,23,OKC,16.2,0.607,5.1,0.156,0,0.3,2017,1
1072,Danny Green,SG,30,SAS,11.4,0.509,8.9,0.078,-1,1.4,2017,1
1073,Draymond Green,PF,27,GSW,16.1,0.556,29,0.127,0.9,1.9,2017,1
1074,JaMychal Green,PF,27,MEM,14,0.53,8.3,0.079,-0.8,-1.5,2017,1
1075,Jeff Green,PF,31,CLE,14.8,0.587,8,0.103,-0.3,-1.5,2017,1
1076,Blake Griffin,PF,28,TOT,19.6,0.544,28.1,0.12,3.6,-0.2,2017,1
1077,Blake Griffin,PF,28,LAC,20.4,0.553,25.6,0.126,3.8,-0.4,2017,1
1078,Blake Griffin,PF,28,DET,18.5,0.531,31.5,0.113,3.4,0.1,2017,1
1079,Tim Hardaway Jr.,SG,25,NYK,14.4,0.533,12.7,0.067,0.5,-1.1,2017,1
1080,James Harden,SG,28,HOU,29.8,0.619,45.1,0.289,8.5,1.4,2017,1
1081,Maurice Harkless,SF,24,POR,12.6,0.596,6,0.123,-0.4,1.7,2017,1
1082,Montrezl Harrell,C,24,LAC,24.7,0.647,10.1,0.205,3.1,0.2,2017,1
1083,Gary Harris,SG,23,DEN,16.5,0.597,13,0.114,1,-0.2,2017,1
1084,Joe Harris,SG,26,BRK,13.3,0.634,10.2,0.097,0.7,-0.6,2017,1
1085,Tobias Harris,PF,25,TOT,17.1,0.565,11.8,0.12,2.3,-0.4,2017,1
1086,Tobias Harris,PF,25,DET,16.7,0.564,9.9,0.125,2.2,-0.5,2017,1
1087,Tobias Harris,PF,25,LAC,17.7,0.565,14.3,0.112,2.3,-0.2,2017,1
1088,Josh Hart,SG,22,LAL,12.2,0.596,7.6,0.111,-0.6,0.5,2017,1
1089,Udonis Haslem,C,37,MIA,1.8,0.252,9.2,-0.059,-5.9,-1.8,2017,1
1090,Gordon Hayward,SF,27,BOS,7.3,0.5,0,0.056,-6.6,-0.8,2017,1
1091,Juancho Hernangomez,PF,22,DEN,9.7,0.511,5.9,0.061,-1.6,-1.7,2017,1
1092,Willy Hernangomez,C,23,TOT,21.2,0.604,10.5,0.174,0.9,0.5,2017,1
1093,Willy Hernangomez,C,23,NYK,16.9,0.595,14.3,0.069,-1.1,0.8,2017,1
1094,Willy Hernangomez,C,23,CHO,25,0.612,7.1,0.266,2.7,0.1,2017,1
1095,Buddy Hield,SG,25,SAC,16.1,0.557,12.8,0.067,1.6,-0.5,2017,1
1096,George Hill,PG,31,TOT,13.3,0.58,15,0.085,-0.2,-0.5,2017,1
1097,George Hill,PG,31,SAC,14,0.597,15.5,0.09,0,-0.6,2017,1
1098,George Hill,PG,31,CLE,12.2,0.551,14,0.077,-0.7,-0.5,2017,1
1099,Solomon Hill,SF,26,NOP,4.8,0.332,14.4,-0.014,-5.3,0.5,2017,1
1100,Jrue Holiday,SG,27,NOP,17.8,0.57,24.9,0.116,1.3,0.3,2017,1
1101,Justin Holiday,SG,28,CHI,10.8,0.513,10.1,0.036,-1.6,-0.3,2017,1
1102,Richaun Holmes,C,24,PHI,17.4,0.585,12.3,0.183,-0.3,1.4,2017,1
1103,Rodney Hood,SG,25,TOT,14.3,0.546,9.7,0.081,0.8,-0.9,2017,1
1104,Rodney Hood,SG,25,UTA,15.1,0.551,10.4,0.085,1.6,-1,2017,1
1105,Rodney Hood,SG,25,CLE,12.7,0.533,8.4,0.074,-0.8,-0.7,2017,1
1106,Al Horford,C,31,BOS,17.6,0.575,23.6,0.165,2.4,2,2017,1
1107,Danuel House Jr.,SG,24,PHO,12.4,0.533,9.4,0.066,-0.8,-0.8,2017,1
1108,Dwight Howard,C,32,CHO,20.5,0.577,7.1,0.132,-0.3,0.1,2017,1
1109,Serge Ibaka,PF,28,TOR,14.7,0.574,4.4,0.117,-0.1,0,2017,1
1110,Andre Iguodala,SF,34,GSW,11.2,0.536,16.2,0.094,-1.1,0.8,2017,1
1111,Joe Ingles,SF,30,UTA,14.4,0.623,22.9,0.141,1,1.3,2017,1
1112,Brandon Ingram,SF,20,LAL,13.8,0.536,17.7,0.068,-0.9,-0.3,2017,1
1113,Josh Jackson,SF,20,PHO,11.8,0.48,10.1,-0.018,-2.8,-1.4,2017,1
1114,Reggie Jackson,PG,27,DET,15.9,0.516,32.8,0.078,1,-1.4,2017,1
1115,LeBron James,PF,33,CLE,28.6,0.621,44.4,0.221,7.3,1.4,2017,1
1116,James Johnson,PF,30,MIA,15.8,0.575,22.5,0.123,0,1.6,2017,1
1117,Nikola Jokic,C,22,DEN,24.4,0.603,29.6,0.211,5.3,1.6,2017,1
1118,Damian Jones,C,22,GSW,6.8,0.517,2.9,0.031,-5.3,-1.8,2017,1
1119,Derrick Jones Jr.,SF,20,TOT,10.1,0.48,5.1,0.075,-2.9,0.2,2017,1
1120,Derrick Jones Jr.,SF,20,PHO,18.4,0.678,12.3,0.177,2,2.8,2017,1
1121,Derrick Jones Jr.,SF,20,MIA,8.8,0.457,4,0.059,-3.7,-0.2,2017,1
1122,Tyus Jones,PG,21,MIN,14.1,0.572,21.2,0.117,-0.8,1.7,2017,1
1123,DeAndre Jordan,C,29,LAC,20.2,0.648,7.1,0.186,1.7,-0.3,2017,1
1124,Cory Joseph,PG,26,IND,11,0.503,16.1,0.068,-1.8,0.3,2017,1
1125,Frank Kaminsky,PF,24,CHO,14.4,0.545,11,0.094,0.6,-0.8,2017,1
1126,Enes Kanter,C,25,NYK,24,0.63,9.4,0.198,3.3,-1.1,2017,1
1127,Luke Kennard,SG,21,DET,12.1,0.56,12.7,0.085,-0.9,0.1,2017,1
1128,Maxi Kleber,PF,26,DAL,13.4,0.576,6.4,0.113,-1,0.5,2017,1
1129,Furkan Korkmaz,SG,20,PHI,3.4,0.386,6.7,-0.006,-6.6,-1,2017,1
1130,Kyle Kuzma,PF,22,LAL,14.2,0.549,9.1,0.077,0.3,-1,2017,1
1131,Jeremy Lamb,SG,25,CHO,17,0.559,15.4,0.12,1.3,0.2,2017,1
1132,Zach LaVine,SG,22,CHI,14.6,0.499,18.6,0.025,-0.8,-1.5,2017,1
1133,Jake Layman,SF,23,POR,4.9,0.352,9.4,-0.021,-4.8,0.4,2017,1
1134,Damion Lee,SG,25,ATL,12,0.489,11.2,0.046,-2.3,0.4,2017,1
1135,Alex Len,C,24,PHO,19.4,0.612,9.1,0.154,0.6,-0.3,2017,1
1136,Caris LeVert,SF,23,BRK,14.2,0.525,26,0.058,-0.8,0,2017,1
1137,Damian Lillard,PG,27,POR,25.2,0.594,30.9,0.227,7,0.3,2017,1
1138,Kevon Looney,C,21,GSW,14.8,0.588,6,0.145,-1.2,1,2017,1
1139,Brook Lopez,C,29,LAL,16.5,0.557,11.6,0.105,0.7,0.2,2017,1
1140,Robin Lopez,C,29,CHI,14.7,0.552,12.3,0.055,-0.9,-1.3,2017,1
1141,Kevin Love,C,29,CLE,22.4,0.614,9.8,0.185,4.5,-1.3,2017,1
1142,Kyle Lowry,PG,31,TOR,19.5,0.598,30.9,0.194,4.7,0.5,2017,1
1143,Timothe Luwawu-Cabarrot,SF,22,PHI,7,0.511,9.3,0.046,-3.1,-1.1,2017,1
1144,Trey Lyles,PF,22,DEN,17.9,0.591,10.1,0.135,2,-0.7,2017,1
1145,Boban Marjanovic,C,29,TOT,26,0.616,11.2,0.215,2.3,0.2,2017,1
1146,Boban Marjanovic,C,29,DET,21.6,0.597,14.4,0.138,-0.4,1.2,2017,1
1147,Boban Marjanovic,C,29,LAC,30.6,0.637,7.9,0.293,5,-0.8,2017,1
1148,Lauri Markkanen,PF,20,CHI,15.6,0.552,6.4,0.079,1,-1.2,2017,1
1149,CJ McCollum,SG,26,POR,17,0.536,15.8,0.108,1.8,-0.5,2017,1
1150,T.J. McConnell,PG,25,PHI,12.5,0.545,24.5,0.108,-1.9,1.9,2017,1
1151,Doug McDermott,SF,26,TOT,10.4,0.579,6.5,0.063,-1,-1.3,2017,1
1152,Doug McDermott,SF,26,NYK,9.9,0.562,6,0.055,-0.7,-1.4,2017,1
1153,Doug McDermott,SF,26,DAL,11.5,0.611,7.5,0.077,-1.5,-1,2017,1
1154,JaVale McGee,C,30,GSW,22.3,0.641,8,0.212,0.3,1.2,2017,1
1155,Rodney McGruder,SG,26,MIA,12,0.595,8.4,0.125,-1,-0.4,2017,1
1156,Ben McLemore,SG,24,MEM,9.7,0.526,7.5,0.023,-2.9,-1,2017,1
1157,Khris Middleton,SF,26,MIL,17.4,0.577,17.7,0.111,0.8,-0.8,2017,1
1158,Patty Mills,PG,29,SAS,11.8,0.558,16,0.093,-0.6,-0.4,2017,1
1159,Paul Millsap,PF,32,DEN,17,0.549,13.9,0.107,0.4,0,2017,1
1160,Donovan Mitchell,SG,21,UTA,16.7,0.541,19.4,0.095,0.9,0.3,2017,1
1161,Malik Monk,SG,19,CHO,10.3,0.477,16.9,0,-1.3,-2,2017,1
1162,Marcus Morris Sr.,PF,28,BOS,14.5,0.541,8.2,0.108,-0.1,-0.1,2017,1
1163,Markieff Morris,PF,28,WAS,13.2,0.566,11,0.08,-1.3,0.1,2017,1
1164,Monte Morris,PG,22,DEN,27.1,0.727,41.2,0.312,4.3,5,2017,1
1165,Dejounte Murray,PG,21,SAS,15.1,0.485,20.2,0.087,-1.6,2.2,2017,1
1166,Mike Muscala,C,26,ATL,14.4,0.597,7.3,0.109,0.3,0.1,2017,1
1167,Abdel Nader,SF,24,BOS,5.1,0.439,7.1,-0.014,-5.5,0.2,2017,1
1168,Larry Nance Jr.,C,25,TOT,20.2,0.605,8.6,0.196,0.9,1.5,2017,1
1169,Larry Nance Jr.,C,25,LAL,19.4,0.618,9.2,0.191,0.6,1.8,2017,1
1170,Larry Nance Jr.,C,25,CLE,21.5,0.585,7.6,0.206,1.5,0.7,2017,1
1171,Raul Neto,PG,25,UTA,11.9,0.55,23,0.086,-1.6,0.2,2017,1
1172,Georges Niang,PF,24,UTA,9.2,0.379,14,-0.029,-4.9,0.9,2017,1
1173,Nerlens Noel,C,23,DAL,16.2,0.558,6.3,0.135,-2.2,2.7,2017,1
1174,Frank Ntilikina,PG,19,NYK,7,0.437,20,-0.026,-4.5,-0.5,2017,1
1175,Jusuf Nurkic,C,23,POR,19.2,0.528,11.7,0.108,-1.1,1.1,2017,1
1176,David Nwaba,SG,25,CHI,12.2,0.542,9.4,0.071,-2.7,0.2,2017,1
1177,Royce O'Neale,SF,24,UTA,10.8,0.54,12,0.099,-2,1.8,2017,1
1178,Semi Ojeleye,PF,23,BOS,4.6,0.473,2.4,0.048,-4.6,-0.1,2017,1
1179,Kelly Olynyk,PF,26,MIA,17.8,0.612,18.7,0.148,1.1,1.2,2017,1
1180,Cedi Osman,SF,22,CLE,11,0.577,8.7,0.064,-2.1,-0.7,2017,1
1181,Kelly Oubre Jr.,SF,22,WAS,11.9,0.534,6.4,0.08,-1.6,-0.1,2017,1
1182,Jabari Parker,PF,22,MIL,17.1,0.55,13.1,0.08,0.9,-1.7,2017,1
1183,Chris Paul,PG,32,HOU,24.4,0.604,40.9,0.265,5.2,1.8,2017,1
1184,Cameron Payne,PG,23,CHI,14,0.498,29.9,0.063,-0.1,-0.3,2017,1
1185,Elfrid Payton,PG,23,TOT,16.5,0.538,34.9,0.075,0.1,-0.3,2017,1
1186,Elfrid Payton,PG,23,ORL,18.1,0.564,35.5,0.104,1,0.1,2017,1
1187,Elfrid Payton,PG,23,PHO,13.1,0.481,33.7,0.009,-2.1,-1.1,2017,1
1188,Gary Payton II,PG,25,TOT,9.8,0.443,13.7,0.041,-3.5,-0.4,2017,1
1189,Gary Payton II,PG,25,MIL,7.6,0.437,12.2,0.016,-4.6,-0.7,2017,1
1190,Gary Payton II,PG,25,LAL,11.8,0.447,15.1,0.063,-2.5,-0.1,2017,1
1191,Mason Plumlee,C,27,DEN,16.9,0.586,14.4,0.12,-1,1.4,2017,1
1192,Jakob Poeltl,C,22,TOR,17.5,0.662,5.4,0.175,-0.7,1.1,2017,1
1193,Otto Porter Jr.,SF,24,WAS,18.3,0.602,10.1,0.161,2.6,1,2017,1
1194,Bobby Portis,PF,22,CHI,19.7,0.548,13.2,0.101,2.2,-1.3,2017,1
1195,Kristaps Porzingis,PF,22,NYK,20.4,0.539,6.2,0.099,1.9,-0.1,2017,1
1196,Dwight Powell,C,26,DAL,18.8,0.656,8.5,0.191,0.6,1,2017,1
1197,Norman Powell,SG,24,TOR,8.5,0.492,11.8,0.027,-3.2,0.2,2017,1
1198,Taurean Prince,SF,23,ATL,12.8,0.549,13.9,0.038,-0.5,-0.6,2017,1
1199,Julius Randle,C,23,LAL,19.9,0.606,15.8,0.145,0.6,0,2017,1
1200,Josh Richardson,SF,24,MIA,13.6,0.551,13.2,0.096,-0.6,1.3,2017,1
1201,Austin Rivers,SG,25,LAC,12.6,0.526,17.5,0.056,-0.3,-0.9,2017,1
1202,Rajon Rondo,PG,31,NOP,15.3,0.522,42.2,0.101,0,-0.4,2017,1
1203,Derrick Rose,PG,29,TOT,11.5,0.507,13.6,-0.018,-2.1,-3.3,2017,1
1204,Derrick Rose,PG,29,CLE,11.6,0.523,13,-0.014,-1.8,-3.5,2017,1
1205,Derrick Rose,PG,29,MIN,11.2,0.463,15.2,-0.029,-2.9,-2.6,2017,1
1206,Terrence Ross,SG,26,ORL,9.9,0.505,9.3,0.025,-2.8,0.1,2017,1
1207,Terry Rozier,PG,23,BOS,15.1,0.52,17.5,0.13,0.9,1.2,2017,1
1208,Ricky Rubio,PG,27,UTA,15.4,0.537,28.4,0.112,-0.7,1.5,2017,1
1209,D'Angelo Russell,PG,21,BRK,15.2,0.509,35.7,0.014,0.8,-2,2017,1
1210,Domantas Sabonis,C,21,IND,17.5,0.567,12.7,0.126,-0.6,-0.5,2017,1
1211,Tomas Satoransky,SG,26,WAS,15.4,0.615,24.8,0.145,0.8,0.5,2017,1
1212,Dennis Schroder,PG,24,ATL,17.3,0.515,36.2,0.059,1.2,-1.9,2017,1
1213,Wayne Selden,SG,23,MEM,11.8,0.551,16,0.023,-0.9,-2.2,2017,1
1214,Pascal Siakam,PF,23,TOR,14.5,0.549,13.5,0.133,-0.3,1.6,2017,1
1215,Marcus Smart,SG,23,BOS,10.8,0.479,23.7,0.056,-2.1,1,2017,1
1216,Dennis Smith Jr.,PG,20,DAL,12.8,0.473,29.5,-0.017,-1.2,-1.2,2017,1
1217,Ish Smith,PG,29,DET,15.4,0.525,28.4,0.102,-0.3,0.3,2017,1
1218,Tony Snell,SG,26,MIL,8.5,0.578,6.5,0.056,-1.5,-0.8,2017,1
1219,Jayson Tatum,SF,19,BOS,15.2,0.586,8.3,0.139,0,1.2,2017,1
1220,Garrett Temple,SG,31,SAC,10.2,0.536,11.3,0.035,-2.2,-0.3,2017,1
1221,Daniel Theis,C,25,BOS,16.1,0.616,9.1,0.178,-2,2.3,2017,1
1222,Tristan Thompson,C,26,CLE,13.6,0.569,4.3,0.113,-1,-1.9,2017,1
1223,Karl-Anthony Towns,C,22,MIN,24.9,0.646,10.8,0.23,4.9,0.2,2017,1
1224,P.J. Tucker,PF,32,HOU,8.3,0.537,4.6,0.082,-1.9,0.8,2017,1
1225,Myles Turner,C,21,IND,16.6,0.567,7,0.122,-0.6,0.4,2017,1
1226,Jonas Valanciunas,C,25,TOR,22.5,0.628,7.5,0.21,2.4,0,2017,1
1227,Denzel Valentine,SG,24,CHI,12.1,0.527,17.8,0.057,-1,0,2017,1
1228,Fred VanVleet,PG,23,TOR,15.9,0.556,22.8,0.149,1.4,1,2017,1
1229,Nikola Vucevic,C,27,ORL,19.7,0.533,19.9,0.102,1.7,1,2017,1
1230,Kemba Walker,PG,27,CHO,20.6,0.572,27.4,0.15,4.7,-0.7,2017,1
1231,Russell Westbrook,PG,29,OKC,24.7,0.524,49.8,0.166,4.8,1.5,2017,1
1232,Derrick White,PG,23,SAS,15.9,0.646,9.3,0.17,0.8,1.5,2017,1
1233,Hassan Whiteside,C,28,MIA,24.1,0.573,6.9,0.187,1.5,1.1,2017,1
1234,Andrew Wiggins,SF,22,MIN,13,0.505,8.2,0.034,-0.8,-1.7,2017,1
1235,Lou Williams,SG,31,LAC,20.2,0.574,26.3,0.125,4.2,-1.8,2017,1
1236,Justise Winslow,PF,21,MIA,11.5,0.496,13,0.075,-2.2,1.1,2017,1
1237,Delon Wright,PG,25,TOR,16.5,0.574,19.6,0.152,1.4,1.8,2017,1
1238,Thaddeus Young,PF,29,IND,14.8,0.528,8.5,0.101,-0.2,0.4,2017,1
1239,Cody Zeller,C,25,CHO,15.9,0.602,7.4,0.145,-1.2,0,2017,1
1240,Ivica Zubac,C,20,LAL,15.3,0.557,8.8,0.118,-1.8,-0.3,2017,1
1241,Steven Adams,C,25,OKC,18.5,0.591,6.6,0.163,0.7,0.4,2018,1
1242,Bam Adebayo,C,21,MIA,17.9,0.623,14.2,0.171,-0.4,2.2,2018,1
1243,LaMarcus Aldridge,C,33,SAS,22.9,0.576,11.6,0.167,2.4,-0.6,2018,1
1244,Grayson Allen,SG,23,UTA,7.5,0.516,8.9,0.002,-4.2,-2.1,2018,1
1245,Jarrett Allen,C,20,BRK,18.5,0.632,7.9,0.175,0.2,1.4,2018,1
1246,Kyle Anderson,SF,25,MEM,12.8,0.569,15,0.1,-1.6,2.4,2018,1
1247,Giannis Antetokounmpo,PF,24,MIL,30.9,0.644,30.3,0.292,6.3,4.1,2018,1
1248,Carmelo Anthony,PF,34,HOU,10.9,0.513,2.6,0.048,-1.3,-1.4,2018,1
1249,OG Anunoby,SF,21,TOR,9.8,0.544,4.7,0.07,-2.4,0.1,2018,1
1250,D.J. Augustin,PG,31,ORL,15.7,0.616,26.9,0.146,1.1,-0.7,2018,1
1251,Deandre Ayton,C,20,PHO,20.5,0.608,9.6,0.128,1.3,-1.1,2018,1
1252,Marvin Bagley III,PF,19,SAC,18.9,0.562,5.9,0.11,0.5,-1.5,2018,1
1253,Lonzo Ball,PG,21,LAL,11.7,0.487,23.8,0.052,-1.6,1.3,2018,1
1254,Mo Bamba,C,20,ORL,14.9,0.539,7.4,0.106,-2.8,1.4,2018,1
1255,Harrison Barnes,PF-SF,26,TOT,12.8,0.55,6.7,0.068,-0.2,-1.2,2018,1
1256,Harrison Barnes,PF,26,DAL,13.1,0.538,6.3,0.059,0,-1.2,2018,1
1257,Harrison Barnes,SF,26,SAC,12.3,0.578,7.5,0.084,-0.5,-1.2,2018,1
1258,Will Barton,SF,28,DEN,11,0.501,14.6,0.049,-1.1,-0.8,2018,1
1259,Keita Bates-Diop,SF,23,MIN,9.6,0.489,4.6,0.032,-2.8,-0.6,2018,1
1260,Nicolas Batum,SF,30,CHO,11.9,0.581,14.5,0.076,-0.7,0.4,2018,1
1261,Kent Bazemore,SG,29,ATL,11.9,0.507,13.5,0.021,-2.5,0.2,2018,1
1262,Bradley Beal,SG,25,WAS,20.8,0.581,24.1,0.12,3.8,-0.8,2018,1
1263,Malik Beasley,SG,22,DEN,14.2,0.599,7.5,0.115,0.8,-0.7,2018,1
1264,DeAndre' Bembry,SG,24,ATL,10.8,0.508,14.7,0.022,-3.3,0.8,2018,1
1265,Davis Bertans,PF,26,SAS,13,0.632,8.2,0.118,1.1,0.2,2018,1
1266,Patrick Beverley,PG,30,LAC,11.8,0.561,18.4,0.108,-0.3,1.2,2018,1
1267,Khem Birch,C,26,ORL,19.2,0.64,8.5,0.212,0.1,1,2018,1
1268,Nemanja Bjelica,PF,30,SAC,15.4,0.585,11.1,0.122,0.4,0.5,2018,1
1269,Eric Bledsoe,PG,29,MIL,19.3,0.577,27.4,0.173,1.9,1.2,2018,1
1270,Bogdan Bogdanovic,SG,26,SAC,14.1,0.53,19.3,0.067,-0.1,-0.6,2018,1
1271,Bojan Bogdanovic,SF,29,IND,16.1,0.613,9.5,0.126,1.3,-0.6,2018,1
1272,Isaac Bonga,PG,19,LAL,6,0.24,14.9,-0.059,-7,2.2,2018,1
1273,Devin Booker,SG,22,PHO,20.2,0.584,34.1,0.076,3.3,-2.3,2018,1
1274,Chris Boucher,PF,26,TOR,22.2,0.563,1.9,0.194,-0.2,2.8,2018,1
1275,Avery Bradley,SG,28,TOT,7.6,0.496,11.8,0.009,-2.8,-0.9,2018,1
1276,Avery Bradley,SG,28,LAC,5.5,0.464,8.8,-0.011,-3.7,-0.9,2018,1
1277,Avery Bradley,SG,28,MEM,14.5,0.565,21.6,0.074,0.1,-1,2018,1
1278,Tony Bradley,C,21,UTA,19.6,0.504,4.5,0.13,-3.6,-2.4,2018,1
1279,Mikal Bridges,SF,22,PHO,10.8,0.556,9.8,0.058,-2,0.4,2018,1
1280,Miles Bridges,SF,20,CHO,13.1,0.548,8.1,0.083,-0.9,0.1,2018,1
1281,Malcolm Brogdon,SG,26,MIL,17.8,0.614,16.2,0.171,2,0.1,2018,1
1282,Dillon Brooks,SF,23,MEM,7.6,0.499,7.6,-0.004,-5,-1.2,2018,1
1283,Bruce Brown,SG,22,DET,6.9,0.469,8.8,0.048,-4.4,1,2018,1
1284,Jaylen Brown,SG,22,BOS,13.5,0.547,7.7,0.076,-1.6,-0.4,2018,1
1285,Sterling Brown,SG,23,MIL,10.9,0.563,10.7,0.098,-1.8,0.3,2018,1
1286,Troy Brown Jr.,SF,19,WAS,11.1,0.487,14.9,0.039,-1.7,-1,2018,1
1287,Jalen Brunson,PG,22,DAL,12.8,0.549,22.6,0.077,-1.2,-0.5,2018,1
1288,Reggie Bullock,SG,27,TOT,10.5,0.563,10.1,0.078,-0.7,-0.4,2018,1
1289,Reggie Bullock,SG,27,DET,11,0.569,12,0.084,-0.1,-0.5,2018,1
1290,Reggie Bullock,SG,27,LAL,9.1,0.545,5,0.061,-2.1,-0.1,2018,1
1291,Trey Burke,PG,26,TOT,16.5,0.524,24.1,0.081,1.5,-1.4,2018,1
1292,Trey Burke,PG,26,NYK,15.6,0.496,23.6,0.044,0.9,-1.5,2018,1
1293,Trey Burke,PG,26,DAL,17.9,0.574,24.7,0.14,2.3,-1.1,2018,1
1294,Alec Burks,SG,27,TOT,12.7,0.523,13.7,0.052,-0.6,-0.7,2018,1
1295,Alec Burks,SG,27,UTA,12.4,0.547,11.2,0.084,-0.4,-0.2,2018,1
1296,Alec Burks,SG,27,CLE,13.2,0.517,15,0.042,-0.2,-1.2,2018,1
1297,Alec Burks,SG,27,SAC,9,0.495,9.5,0.062,-3.9,2.8,2018,1
1298,Jimmy Butler,SF-SG,29,TOT,20.2,0.571,18,0.173,2.8,0.9,2018,1
1299,Jimmy Butler,SG,29,MIN,22.3,0.579,18.2,0.176,4.7,2.2,2018,1
1300,Jimmy Butler,SF,29,PHI,19.8,0.569,18,0.172,2.4,0.7,2018,1
1301,Kentavious Caldwell-Pope,SG,25,LAL,12.9,0.568,7.5,0.095,-0.3,-0.1,2018,1
1302,Clint Capela,C,24,HOU,23.8,0.658,7.1,0.23,3.3,-0.3,2018,1
1303,Jevon Carter,PG,23,MEM,7.8,0.432,17.4,-0.003,-4.1,0.1,2018,1
1304,Wendell Carter Jr.,C,19,CHI,15.2,0.541,10.7,0.08,-2.2,0.6,2018,1
1305,Alex Caruso,PG,24,LAL,13.9,0.569,19.7,0.093,-1,0.7,2018,1
1306,Willie Cauley-Stein,C,25,SAC,18,0.566,12.3,0.146,0.2,1.1,2018,1
1307,Chris Chiozza,PG,23,HOU,7,0.375,16.1,0.023,-2.7,1.4,2018,1
1308,Jordan Clarkson,SG,26,CLE,16.8,0.539,15.6,0.039,2.1,-2.6,2018,1
